From,To,Datetime,Duration(seconds),Cell Tower,ID
299,52,20060608 1850,1078,16,20016
327,112,20060608 1851,1164,25,20025
266,190,20060608 1853,1104,29,20029
356,61,20060608 1853,845,24,20024
374,157,20060608 1853,1112,16,20016
122,73,20060608 1856,1537,24,20024
377,92,20060608 1857,451,13,20013
352,32,20060608 1858,1252,16,20016
203,165,20060608 1859,1466,22,20022
249,18,20060608 1900,571,28,20028
149,138,20060608 1901,724,15,20015
227,296,20060608 1901,1257,21,20021
351,44,20060608 1903,814,28,20028
46,41,20060608 1904,993,30,20030
257,109,20060608 1905,1234,8,20008
229,264,20060608 1907,1156,13,20013
273,162,20060608 1907,1322,19,20019
283,345,20060608 1908,995,28,20028
75,35,20060608 1909,1240,15,20015
77,306,20060608 1914,1082,15,20015
268,300,20060608 1915,1221,11,20011
249,18,20060608 1916,1437,28,20028
315,32,20060608 1917,657,28,20028
51,12,20060608 1918,841,16,20016
170,234,20060608 1918,992,25,20025
374,13,20060608 1919,969,13,20013
187,51,20060608 1920,549,30,20030
76,52,20060608 1921,1212,11,20011
199,13,20060608 1922,836,22,20022
329,152,20060608 1923,1017,15,20015
122,73,20060608 1926,1135,24,20024
147,26,20060608 1926,1341,28,20028
325,34,20060608 1929,1281,15,20015
300,268,20060608 1931,1396,17,20017
146,219,20060608 1932,1239,1,20001
246,16,20060608 1933,1254,7,20007
132,20,20060608 1935,1356,22,20022
175,308,20060608 1936,819,30,20030
241,80,20060608 1939,650,28,20028
208,360,20060608 1944,1269,22,20022
234,170,20060608 1947,1368,16,20016
377,92,20060608 1947,1018,13,20013
282,13,20060608 1948,756,14,20014
356,11,20060608 1948,473,24,20024
117,377,20060608 1955,373,28,20028
313,162,20060608 1955,1359,29,20029
244,287,20060608 1958,1188,1,20001
283,131,20060608 1958,1394,9,20009
135,0,20060608 2000,950,13,20013
194,22,20060608 2000,1054,14,20014
134,256,20060608 2002,1428,22,20022
204,93,20060608 2002,1116,8,20008
105,103,20060608 2003,816,11,20011
228,360,20060608 2003,1433,2,20002
28,306,20060608 2004,1037,22,20022
304,4,20060608 2006,1162,11,20011
372,89,20060608 2006,572,13,20013
29,58,20060608 2008,883,8,20008
340,0,20060608 2009,1050,10,20010
246,16,20060608 2011,1203,16,20016
342,309,20060608 2011,1299,13,20013
97,306,20060608 2012,1299,22,20022
315,361,20060608 2012,896,28,20028
125,94,20060608 2013,1388,29,20029
198,308,20060608 2013,841,19,20019
188,29,20060608 2015,853,29,20029
15,297,20060608 2016,1147,7,20007
270,170,20060608 2017,918,27,20027
309,61,20060608 2017,747,22,20022
240,269,20060608 2020,947,17,20017
72,15,20060608 2023,1285,27,20027
276,309,20060608 2024,770,29,20029
66,187,20060608 2027,1461,29,20029
217,129,20060608 2027,1154,22,20022
23,241,20060608 2028,1210,11,20011
263,185,20060608 2030,1008,30,20030
391,211,20060608 2030,454,7,20007
65,335,20060608 2031,1315,9,20009
123,212,20060608 2033,623,13,20013
350,305,20060608 2034,1305,1,20001
216,12,20060608 2037,1215,29,20029
309,397,20060608 2037,1260,21,20021
114,87,20060608 2038,835,9,20009
295,26,20060608 2039,756,6,20006
150,306,20060608 2045,831,16,20016
364,379,20060608 2045,952,1,20001
203,165,20060608 2047,1070,22,20022
394,13,20060608 2048,600,11,20011
192,320,20060608 2053,1555,10,20010
0,85,20060608 2054,1142,21,20021
19,123,20060608 2055,1260,30,20030
276,360,20060608 2055,855,29,20029
376,292,20060608 2057,1427,22,20022
357,341,20060608 2058,728,17,20017
117,12,20060608 2101,1217,28,20028
277,9,20060608 2101,1171,29,20029
14,66,20060608 2103,1563,10,20010
223,20,20060608 2104,890,15,20015
172,375,20060608 2108,921,9,20009
104,11,20060608 2110,1268,7,20007
204,90,20060608 2110,1185,8,20008
330,325,20060608 2110,1479,12,20012
235,158,20060608 2111,1599,23,20023
301,0,20060608 2111,838,15,20015
287,244,20060608 2112,860,11,20011
328,360,20060608 2114,866,30,20030
227,309,20060608 2115,1572,16,20016
124,2,20060608 2117,1027,1,20001
248,7,20060608 2117,1096,16,20016
358,103,20060608 2118,1314,30,20030
59,11,20060608 2120,1276,18,20018
327,112,20060608 2120,864,25,20025
157,61,20060608 2121,671,1,20001
207,27,20060608 2122,672,24,20024
309,61,20060608 2122,698,22,20022
12,360,20060608 2124,1517,29,20029
328,142,20060608 2124,1030,30,20030
250,314,20060608 2125,772,16,20016
362,94,20060608 2125,724,9,20009
135,12,20060608 2130,1060,28,20028
222,24,20060608 2133,1327,10,20010
43,127,20060608 2134,1265,24,20024
391,18,20060608 2134,1245,7,20007
77,285,20060608 2143,698,15,20015
184,49,20060608 2143,1056,2,20002
229,185,20060608 2145,1517,13,20013
282,199,20060608 2145,822,14,20014
111,41,20060608 2146,673,29,20029
225,41,20060608 2147,1405,30,20030
124,9,20060608 2150,1123,1,20001
360,276,20060608 2151,1588,9,20009
316,52,20060608 2152,885,18,20018
379,364,20060608 2152,1171,1,20001
397,34,20060608 2152,1084,29,20029
320,192,20060608 2153,1620,16,20016
379,364,20060608 2153,954,24,20024
88,79,20060608 2155,861,29,20029
376,292,20060608 2155,754,13,20013
330,275,20060608 2156,984,12,20012
383,92,20060608 2156,773,7,20007
391,18,20060608 2156,948,7,20007
74,44,20060608 2157,848,16,20016
261,247,20060608 2159,865,11,20011
62,20,20060608 2200,1346,4,20004
243,146,20060608 2202,1064,1,20001
309,300,20060608 2202,654,11,20011
68,397,20060608 2203,1003,16,20016
87,35,20060608 2204,1299,28,20028
78,52,20060608 2205,716,4,20004
87,103,20060608 2205,1074,15,20015
15,181,20060608 2208,775,23,20023
217,296,20060608 2208,1377,22,20022
36,53,20060608 2209,1109,28,20028
62,365,20060608 2209,1511,4,20004
138,321,20060608 2209,943,16,20016
305,102,20060608 2213,1329,5,20005
19,205,20060608 2214,1305,30,20030
61,356,20060608 2214,788,28,20028
184,306,20060608 2214,901,2,20002
77,285,20060608 2216,1083,15,20015
192,217,20060608 2217,1021,10,20010
234,218,20060608 2219,1551,16,20016
288,397,20060608 2219,981,30,20030
371,309,20060608 2221,1434,22,20022
127,53,20060608 2222,1135,20,20020
190,266,20060608 2222,1375,9,20009
318,139,20060608 2222,951,11,20011
375,333,20060608 2223,1024,11,20011
395,175,20060608 2223,653,11,20011
138,249,20060608 2224,1115,16,20016
136,60,20060608 2225,1286,29,20029
139,360,20060608 2227,968,1,20001
191,178,20060608 2227,537,22,20022
322,146,20060608 2229,1174,25,20025
118,55,20060608 2230,1830,6,20006
130,168,20060608 2230,778,15,20015
145,0,20060608 2230,1074,28,20028
374,157,20060608 2230,738,16,20016
177,70,20060608 2231,729,21,20021
160,205,20060608 2232,797,22,20022
371,309,20060608 2233,1062,19,20019
82,71,20060608 2235,1153,13,20013
351,38,20060608 2236,1307,28,20028
66,20,20060608 2239,1510,29,20029
86,309,20060608 2239,694,4,20004
363,380,20060608 2239,1103,29,20029
293,305,20060608 2240,1056,22,20022
132,112,20060608 2242,1189,22,20022
46,12,20060608 2243,1305,30,20030
312,275,20060608 2245,1124,12,20012
39,23,20060608 2246,1305,9,20009
129,48,20060608 2246,1358,28,20028
244,287,20060608 2246,1367,1,20001
376,20,20060608 2247,674,22,20022
273,162,20060608 2251,887,29,20029
347,113,20060608 2251,1115,22,20022
386,179,20060608 2251,1218,28,20028
342,309,20060608 2252,575,11,20011
15,72,20060608 2254,1052,7,20007
49,370,20060608 2255,1044,13,20013
100,23,20060608 2255,1149,30,20030
262,19,20060608 2257,1617,22,20022
261,0,20060608 2258,606,9,20009
344,61,20060608 2258,1033,23,20023
196,309,20060608 2259,911,11,20011
262,137,20060608 2303,1892,22,20022
152,69,20060608 2305,1129,15,20015
123,19,20060608 2306,934,13,20013
248,7,20060608 2306,1463,16,20016
339,26,20060608 2306,1182,11,20011
107,306,20060608 2310,1475,19,20019
303,131,20060608 2310,1122,7,20007
343,309,20060608 2310,1034,9,20009
131,23,20060608 2312,648,24,20024
308,198,20060608 2312,1277,16,20016
86,85,20060608 2313,1397,11,20011
220,277,20060608 2314,1073,6,20006
198,66,20060608 2315,950,19,20019
278,239,20060608 2315,1042,17,20017
224,34,20060608 2317,1266,25,20025
247,103,20060608 2317,1214,2,20002
223,160,20060608 2318,902,15,20015
316,306,20060608 2318,1024,18,20018
379,364,20060608 2320,884,1,20001
171,95,20060608 2324,1382,13,20013
317,123,20060608 2324,896,11,20011
154,48,20060608 2325,1264,13,20013
320,192,20060608 2327,1533,29,20029
161,235,20060608 2328,605,30,20030
337,18,20060608 2328,1330,28,20028
371,309,20060608 2330,1414,22,20022
364,260,20060608 2332,1340,1,20001
144,149,20060608 2333,1268,23,20023
95,7,20060608 2334,687,11,20011
270,397,20060608 2334,654,27,20027
310,61,20060608 2335,1120,15,20015
130,111,20060608 2338,1290,15,20015
285,8,20060608 2339,318,10,20010
316,306,20060608 2340,982,4,20004
171,51,20060608 2344,1421,27,20027
73,37,20060608 2345,1263,21,20021
162,190,20060608 2346,1057,30,20030
327,42,20060608 2346,972,13,20013
387,69,20060608 2347,573,19,20019
58,186,20060608 2349,793,17,20017
328,360,20060608 2349,595,30,20030
375,333,20060608 2351,1225,15,20015
101,15,20060608 2353,872,19,20019
90,26,20060608 2354,994,30,20030
362,309,20060608 2354,1199,9,20009
261,0,20060608 2355,491,9,20009
383,306,20060608 2356,773,7,20007
61,83,20060608 2359,1503,28,20028
92,231,20060608 2359,792,30,20030
314,306,20060609 0000,943,17,20017
149,144,20060609 0003,1010,21,20021
65,335,20060609 0012,1025,29,20029
64,32,20060609 0014,1173,29,20029
366,306,20060609 0015,971,7,20007
293,37,20060609 0022,1154,24,20024
100,23,20060609 0045,1695,1,20001
213,126,20060609 0049,1068,25,20025
18,9,20060609 0051,872,20,20020
323,202,20060609 0057,946,10,20010
65,4,20060609 0102,1028,29,20029
74,9,20060609 0102,804,28,20028
120,191,20060609 0102,998,28,20028
130,168,20060609 0104,1284,28,20028
11,104,20060609 0108,837,30,20030
295,26,20060609 0110,1015,30,20030
293,305,20060609 0112,1512,22,20022
76,52,20060609 0116,817,29,20029
332,0,20060609 0124,685,11,20011
163,44,20060609 0139,1384,22,20022
27,53,20060609 0146,920,25,20025
196,309,20060609 0147,662,11,20011
21,60,20060609 0151,1020,28,20028
77,306,20060609 0152,918,11,20011
268,300,20060609 0156,1468,11,20011
259,148,20060609 0158,1183,30,20030
355,0,20060609 0201,1004,28,20028
28,306,20060609 0202,927,22,20022
170,234,20060609 0202,1156,23,20023
356,11,20060609 0209,1540,15,20015
199,282,20060609 0211,995,14,20014
38,182,20060609 0214,792,1,20001
375,172,20060609 0214,1581,29,20029
388,34,20060609 0220,1099,11,20011
388,19,20060609 0220,317,11,20011
46,94,20060609 0224,1203,30,20030
165,34,20060609 0232,1183,29,20029
398,204,20060609 0250,459,11,20011
112,132,20060609 0251,1231,18,20018
294,87,20060609 0253,638,22,20022
80,15,20060609 0302,1487,11,20011
84,397,20060609 0302,689,11,20011
372,89,20060609 0302,1403,27,20027
168,130,20060609 0303,478,22,20022
55,13,20060609 0307,935,20,20020
318,139,20060609 0311,763,11,20011
144,149,20060609 0317,1569,16,20016
117,268,20060609 0331,972,28,20028
206,47,20060609 0332,1094,21,20021
191,178,20060609 0337,964,22,20022
229,318,20060609 0337,1366,15,20015
100,23,20060609 0355,1402,30,20030
44,7,20060609 0410,1225,21,20021
354,25,20060609 0417,672,30,20030
350,305,20060609 0419,1460,24,20024
330,325,20060609 0420,913,27,20027
233,53,20060609 0437,1044,28,20028
309,185,20060609 0454,997,22,20022
163,348,20060609 0500,1060,22,20022
48,154,20060609 0502,769,28,20028
178,23,20060609 0502,1302,5,20005
170,234,20060609 0511,1031,23,20023
232,40,20060609 0519,657,30,20030
228,360,20060609 0523,998,13,20013
337,18,20060609 0530,1260,28,20028
331,134,20060609 0535,901,11,20011
369,320,20060609 0547,1090,22,20022
29,11,20060609 0558,967,25,20025
306,117,20060609 0601,1520,29,20029
184,306,20060609 0603,1137,13,20013
165,309,20060609 0616,884,29,20029
32,62,20060609 0623,1525,11,20011
46,12,20060609 0644,1255,30,20030
176,54,20060609 0719,864,18,20018
139,318,20060609 0731,1284,24,20024
136,344,20060609 0735,975,10,20010
100,68,20060609 0746,955,30,20030
327,112,20060609 0748,959,25,20025
345,283,20060609 0750,519,1,20001
99,56,20060609 0753,520,29,20029
71,76,20060609 0758,832,28,20028
94,46,20060609 0800,929,6,20006
204,398,20060609 0800,1106,13,20013
137,200,20060609 0801,953,29,20029
182,13,20060609 0802,1372,28,20028
107,309,20060609 0803,534,28,20028
224,71,20060609 0803,1111,24,20024
268,117,20060609 0803,905,11,20011
307,84,20060609 0806,904,7,20007
376,20,20060609 0806,946,13,20013
262,137,20060609 0808,1573,14,20014
42,203,20060609 0809,1226,13,20013
48,397,20060609 0812,823,28,20028
159,66,20060609 0812,1054,11,20011
44,74,20060609 0813,1349,21,20021
70,52,20060609 0813,1397,20,20020
88,79,20060609 0813,1440,29,20029
296,227,20060609 0813,959,11,20011
18,201,20060609 0814,1617,20,20020
55,13,20060609 0814,1194,20,20020
315,32,20060609 0814,992,28,20028
66,20,20060609 0816,819,28,20028
275,330,20060609 0817,1372,30,20030
333,109,20060609 0817,941,8,20008
321,138,20060609 0818,937,15,20015
267,231,20060609 0819,877,30,20030
376,292,20060609 0820,1222,13,20013
346,120,20060609 0823,1062,28,20028
361,189,20060609 0823,1160,11,20011
8,230,20060609 0825,743,29,20029
90,26,20060609 0827,904,30,20030
205,19,20060609 0827,931,28,20028
274,370,20060609 0829,1167,10,20010
50,0,20060609 0831,1138,11,20011
376,20,20060609 0832,673,13,20013
177,75,20060609 0836,515,22,20022
259,148,20060609 0836,734,30,20030
346,120,20060609 0837,1209,28,20028
32,57,20060609 0838,1308,11,20011
342,158,20060609 0840,1108,11,20011
18,201,20060609 0841,1377,20,20020
89,372,20060609 0841,914,11,20011
137,262,20060609 0841,352,29,20029
96,359,20060609 0842,780,6,20006
4,45,20060609 0844,813,29,20029
121,21,20060609 0844,1575,28,20028
194,291,20060609 0848,610,19,20019
55,38,20060609 0849,1035,20,20020
250,13,20060609 0849,701,29,20029
280,199,20060609 0849,1317,29,20029
134,331,20060609 0850,1190,27,20027
215,93,20060609 0850,1134,29,20029
312,38,20060609 0850,1505,11,20011
324,18,20060609 0851,1106,22,20022
347,113,20060609 0851,790,22,20022
178,191,20060609 0852,827,11,20011
28,239,20060609 0853,1427,22,20022
33,61,20060609 0854,1093,28,20028
147,26,20060609 0854,1191,29,20029
187,51,20060609 0854,1368,30,20030
73,122,20060609 0857,768,21,20021
253,52,20060609 0858,915,16,20016
81,23,20060609 0901,1111,10,20010
170,234,20060609 0904,824,23,20023
238,209,20060609 0906,1120,29,20029
206,7,20060609 0907,641,21,20021
220,186,20060609 0907,1007,24,20024
264,229,20060609 0908,924,27,20027
271,119,20060609 0912,676,13,20013
177,75,20060609 0913,1205,22,20022
167,309,20060609 0914,979,15,20015
309,18,20060609 0914,1139,11,20011
373,61,20060609 0914,1611,29,20029
94,362,20060609 0915,786,6,20006
121,8,20060609 0915,1011,28,20028
323,367,20060609 0915,1428,10,20010
102,15,20060609 0917,1468,13,20013
105,306,20060609 0917,1359,28,20028
385,90,20060609 0917,287,6,20006
320,243,20060609 0918,1132,29,20029
8,285,20060609 0920,1230,29,20029
43,14,20060609 0920,881,15,20015
178,191,20060609 0922,750,11,20011
225,41,20060609 0922,136,30,20030
239,247,20060609 0924,1127,18,20018
338,158,20060609 0924,679,15,20015
255,10,20060609 0925,1377,28,20028
393,202,20060609 0927,1170,11,20011
397,284,20060609 0927,1725,29,20029
158,357,20060609 0928,1152,22,20022
160,6,20060609 0928,672,22,20022
202,323,20060609 0928,1215,28,20028
317,30,20060609 0928,1387,30,20030
246,16,20060609 0929,1433,17,20017
154,353,20060609 0930,675,13,20013
129,21,20060609 0931,962,28,20028
254,6,20060609 0933,970,16,20016
15,211,20060609 0935,910,7,20007
183,4,20060609 0937,1458,1,20001
302,109,20060609 0937,602,11,20011
218,234,20060609 0941,808,30,20030
154,48,20060609 0942,975,13,20013
200,137,20060609 0942,1264,29,20029
126,300,20060609 0943,1053,8,20008
339,17,20060609 0943,1342,30,20030
264,229,20060609 0945,1087,29,20029
399,90,20060609 0946,870,24,20024
264,229,20060609 0947,1117,29,20029
53,88,20060609 0948,819,28,20028
276,309,20060609 0948,1253,29,20029
338,332,20060609 0949,931,15,20015
104,83,20060609 0952,1740,26,20026
194,22,20060609 0952,1255,19,20019
208,360,20060609 0952,1349,17,20017
270,397,20060609 0952,1540,15,20015
338,332,20060609 0952,1113,15,20015
292,309,20060609 0954,1201,13,20013
192,49,20060609 0956,1039,11,20011
64,32,20060609 0957,926,29,20029
309,256,20060609 0957,331,11,20011
290,167,20060609 1001,1213,19,20019
290,92,20060609 1001,792,18,20018
126,300,20060609 1003,698,8,20008
314,306,20060609 1004,1541,17,20017
111,42,20060609 1006,678,29,20029
85,156,20060609 1007,1317,30,20030
248,336,20060609 1009,949,16,20016
34,397,20060609 1011,611,15,20015
137,281,20060609 1011,1160,29,20029
200,137,20060609 1012,1485,29,20029
337,18,20060609 1014,964,28,20028
161,235,20060609 1015,1165,30,20030
194,306,20060609 1015,1205,19,20019
203,165,20060609 1016,757,20,20020
362,94,20060609 1017,779,28,20028
155,17,20060609 1018,584,28,20028
49,184,20060609 1020,1266,28,20028
64,309,20060609 1023,1008,29,20029
265,24,20060609 1023,1265,29,20029
200,137,20060609 1025,1166,28,20028
225,319,20060609 1025,1047,30,20030
366,30,20060609 1025,873,7,20007
231,92,20060609 1026,866,29,20029
176,54,20060609 1027,725,18,20018
177,70,20060609 1027,1093,22,20022
347,205,20060609 1027,784,22,20022
396,31,20060609 1028,1126,18,20018
74,9,20060609 1031,1502,28,20028
360,276,20060609 1033,1139,28,20028
235,158,20060609 1036,560,23,20023
356,61,20060609 1036,1359,15,20015
49,210,20060609 1037,1135,28,20028
331,78,20060609 1038,1366,11,20011
297,15,20060609 1039,1321,22,20022
35,17,20060609 1040,1415,15,20015
305,102,20060609 1040,1269,6,20006
81,23,20060609 1041,1184,10,20010
158,113,20060609 1041,1104,22,20022
227,309,20060609 1043,1066,21,20021
279,198,20060609 1045,1096,20,20020
96,292,20060609 1046,1011,6,20006
360,309,20060609 1046,1532,30,20030
198,66,20060609 1047,912,6,20006
190,222,20060609 1048,1538,29,20029
283,131,20060609 1049,806,11,20011
326,306,20060609 1049,946,18,20018
154,353,20060609 1050,938,13,20013
270,170,20060609 1050,1259,15,20015
99,309,20060609 1053,962,28,20028
390,226,20060609 1054,1130,22,20022
124,9,20060609 1057,801,1,20001
31,396,20060609 1058,1476,30,20030
267,231,20060609 1058,954,30,20030
53,27,20060609 1059,1311,28,20028
134,363,20060609 1100,1505,27,20027
268,207,20060609 1102,962,11,20011
117,268,20060609 1103,1534,11,20011
326,306,20060609 1104,333,18,20018
327,112,20060609 1104,1522,25,20025
123,317,20060609 1105,1160,25,20025
362,309,20060609 1105,1060,28,20028
393,202,20060609 1107,1321,11,20011
228,360,20060609 1108,1580,13,20013
313,162,20060609 1111,1240,28,20028
395,175,20060609 1111,328,11,20011
324,120,20060609 1115,645,22,20022
206,237,20060609 1116,729,21,20021
360,40,20060609 1117,839,28,20028
146,219,20060609 1118,961,1,20001
345,283,20060609 1119,1019,1,20001
102,15,20060609 1120,1604,13,20013
277,9,20060609 1123,1277,28,20028
365,62,20060609 1125,630,21,20021
112,80,20060609 1126,785,18,20018
160,205,20060609 1126,1602,22,20022
346,120,20060609 1126,1424,28,20028
48,0,20060609 1127,876,28,20028
375,172,20060609 1127,1097,22,20022
223,20,20060609 1129,1032,30,20030
116,16,20060609 1132,863,30,20030
159,7,20060609 1132,852,11,20011
204,291,20060609 1133,792,13,20013
74,44,20060609 1134,1305,28,20028
140,0,20060609 1135,881,11,20011
147,306,20060609 1135,882,28,20028
187,66,20060609 1136,1223,30,20030
22,306,20060609 1138,1542,24,20024
216,12,20060609 1138,1252,29,20029
80,112,20060609 1139,1525,11,20011
129,48,20060609 1141,1270,28,20028
68,397,20060609 1144,1063,29,20029
171,95,20060609 1144,1069,27,20027
379,364,20060609 1146,1148,24,20024
277,9,20060609 1148,1241,28,20028
392,27,20060609 1150,1144,29,20029
199,282,20060609 1151,766,14,20014
157,306,20060609 1153,1340,1,20001
366,30,20060609 1153,1191,7,20007
224,34,20060609 1154,1023,25,20025
36,21,20060609 1156,1624,28,20028
16,8,20060609 1158,1124,11,20011
160,223,20060609 1200,1237,22,20022
313,97,20060609 1202,1124,28,20028
134,363,20060609 1204,1089,22,20022
165,203,20060609 1205,1407,29,20029
159,66,20060609 1206,1282,11,20011
319,225,20060609 1206,1231,16,20016
284,260,20060609 1209,1329,22,20022
319,225,20060609 1209,1004,11,20011
394,199,20060609 1209,389,10,20010
114,306,20060609 1210,963,1,20001
230,8,20060609 1211,841,28,20028
319,222,20060609 1211,496,11,20011
28,23,20060609 1212,1450,22,20022
331,134,20060609 1212,792,11,20011
130,168,20060609 1214,896,28,20028
228,92,20060609 1214,1435,13,20013
162,17,20060609 1216,1188,30,20030
178,23,20060609 1217,869,11,20011
319,225,20060609 1219,1703,11,20011
123,19,20060609 1220,1298,25,20025
350,305,20060609 1222,465,24,20024
352,360,20060609 1222,1064,29,20029
305,384,20060609 1223,1341,6,20006
29,24,20060609 1224,1431,25,20025
183,17,20060609 1224,1047,1,20001
62,365,20060609 1225,758,24,20024
216,12,20060609 1225,1525,29,20029
233,53,20060609 1226,1075,11,20011
306,300,20060609 1226,1490,29,20029
128,14,20060609 1227,1210,11,20011
281,309,20060609 1227,1262,28,20028
388,19,20060609 1227,1033,11,20011
68,323,20060609 1229,1337,29,20029
287,244,20060609 1230,1310,29,20029
19,215,20060609 1231,975,1,20001
162,313,20060609 1231,1018,30,20030
323,367,20060609 1231,914,10,20010
125,94,20060609 1233,1440,29,20029
328,360,20060609 1234,654,30,20030
107,309,20060609 1235,1120,28,20028
262,19,20060609 1236,888,14,20014
53,36,20060609 1237,899,11,20011
129,217,20060609 1240,1014,28,20028
393,202,20060609 1241,1437,11,20011
108,13,20060609 1242,1469,28,20028
188,70,20060609 1242,1174,29,20029
43,127,20060609 1243,887,15,20015
290,92,20060609 1243,1005,18,20018
256,134,20060609 1245,925,20,20020
213,287,20060609 1246,1062,25,20025
133,21,20060609 1247,778,13,20013
190,170,20060609 1247,1472,29,20029
388,19,20060609 1247,1127,11,20011
108,13,20060609 1248,871,2,20002
197,368,20060609 1252,475,29,20029
247,261,20060609 1252,886,22,20022
57,61,20060609 1254,1454,11,20011
73,41,20060609 1257,592,21,20021
347,113,20060609 1257,1482,19,20019
135,0,20060609 1258,1031,29,20029
302,334,20060609 1258,705,11,20011
309,185,20060609 1258,1082,21,20021
374,13,20060609 1258,1708,13,20013
168,130,20060609 1259,906,24,20024
38,351,20060609 1300,840,1,20001
116,16,20060609 1301,1059,30,20030
32,397,20060609 1302,1156,29,20029
278,239,20060609 1303,595,23,20023
194,306,20060609 1304,897,19,20019
202,158,20060609 1305,949,22,20022
24,306,20060609 1306,737,30,20030
90,110,20060609 1306,1211,30,20030
187,66,20060609 1307,1073,30,20030
161,235,20060609 1308,912,30,20030
306,117,20060609 1308,1127,28,20028
215,272,20060609 1310,857,29,20029
327,42,20060609 1311,932,25,20025
347,113,20060609 1311,903,22,20022
247,239,20060609 1313,1354,22,20022
225,41,20060609 1315,1085,30,20030
149,138,20060609 1316,1190,21,20021
207,268,20060609 1316,1047,30,20030
302,334,20060609 1317,1566,11,20011
326,306,20060609 1317,960,18,20018
309,227,20060609 1318,895,29,20029
365,62,20060609 1319,1488,21,20021
111,130,20060609 1321,1196,29,20029
382,350,20060609 1321,1060,15,20015
195,8,20060609 1322,1670,11,20011
159,7,20060609 1323,1102,11,20011
97,313,20060609 1325,801,22,20022
228,360,20060609 1325,1352,13,20013
168,226,20060609 1328,713,22,20022
192,320,20060609 1328,1204,11,20011
232,40,20060609 1328,1499,30,20030
151,192,20060609 1329,1267,6,20006
176,148,20060609 1331,1463,18,20018
177,70,20060609 1332,919,22,20022
0,309,20060609 1334,1515,7,20007
325,330,20060609 1337,1049,18,20018
60,55,20060609 1340,831,20,20020
197,309,20060609 1340,685,29,20029
60,55,20060609 1341,900,20,20020
147,306,20060609 1342,1330,28,20028
216,12,20060609 1343,1250,29,20029
43,127,20060609 1344,1413,15,20015
368,196,20060609 1345,1608,11,20011
102,75,20060609 1346,751,13,20013
245,309,20060609 1346,890,22,20022
41,67,20060609 1347,1076,28,20028
49,370,20060609 1347,1100,28,20028
148,11,20060609 1348,1390,28,20028
53,127,20060609 1351,1179,28,20028
276,360,20060609 1355,727,29,20029
293,305,20060609 1355,644,22,20022
125,27,20060609 1356,1849,29,20029
297,172,20060609 1357,626,22,20022
352,32,20060609 1357,828,29,20029
121,8,20060609 1358,961,28,20028
253,7,20060609 1358,1254,16,20016
52,76,20060609 1359,1007,18,20018
127,53,20060609 1359,1108,20,20020
392,27,20060609 1359,1348,29,20029
123,317,20060609 1400,1136,25,20025
194,291,20060609 1400,1263,19,20019
149,144,20060609 1401,936,21,20021
226,168,20060609 1401,943,30,20030
351,44,20060609 1403,1075,28,20028
78,52,20060609 1407,1110,16,20016
58,38,20060609 1408,1127,23,20023
113,158,20060609 1408,311,30,20030
190,222,20060609 1408,1320,29,20029
279,271,20060609 1408,1115,20,20020
38,55,20060609 1413,1207,1,20001
71,76,20060609 1414,861,28,20028
107,309,20060609 1414,1312,28,20028
290,92,20060609 1414,1094,18,20018
196,309,20060609 1415,904,11,20011
249,138,20060609 1415,1132,11,20011
279,271,20060609 1415,963,20,20020
144,54,20060609 1416,1068,16,20016
107,306,20060609 1418,1278,28,20028
7,159,20060609 1419,1433,29,20029
273,0,20060609 1419,1262,29,20029
277,220,20060609 1419,1612,28,20028
199,394,20060609 1421,1416,14,20014
109,257,20060609 1422,1175,11,20011
393,202,20060609 1422,467,11,20011
394,13,20060609 1422,1081,10,20010
96,292,20060609 1424,1116,6,20006
162,81,20060609 1424,903,30,20030
54,176,20060609 1428,1327,29,20029
94,46,20060609 1428,142,6,20006
249,18,20060609 1428,896,28,20028
78,98,20060609 1430,667,16,20016
213,118,20060609 1431,875,25,20025
343,52,20060609 1434,1278,30,20030
51,12,20060609 1435,949,11,20011
360,300,20060609 1435,1358,30,20030
116,16,20060609 1436,825,30,20030
259,148,20060609 1437,945,30,20030
44,74,20060609 1439,1079,21,20021
273,162,20060609 1442,819,29,20029
353,89,20060609 1442,1831,11,20011
74,44,20060609 1443,1325,28,20028
102,15,20060609 1443,1288,13,20013
397,32,20060609 1443,341,20,20020
123,30,20060609 1445,1436,25,20025
204,398,20060609 1445,959,13,20013
336,6,20060609 1446,1028,30,20030
395,175,20060609 1446,376,11,20011
76,71,20060609 1447,1075,29,20029
85,126,20060609 1447,1047,30,20030
311,309,20060609 1447,1011,25,20025
150,67,20060609 1448,693,29,20029
155,17,20060609 1448,1135,11,20011
352,360,20060609 1448,721,29,20029
34,397,20060609 1451,1128,15,20015
268,300,20060609 1454,937,11,20011
280,199,20060609 1455,965,29,20029
183,17,20060609 1459,1023,1,20001
109,0,20060609 1501,1304,11,20011
389,344,20060609 1501,671,11,20011
118,213,20060609 1502,1420,30,20030
157,306,20060609 1504,1294,1,20001
299,52,20060609 1504,686,29,20029
337,41,20060609 1504,344,28,20028
356,61,20060609 1507,1182,15,20015
249,18,20060609 1508,759,28,20028
281,137,20060609 1509,1249,28,20028
90,204,20060609 1511,1161,30,20030
192,217,20060609 1511,471,11,20011
320,369,20060609 1511,1332,28,20028
182,38,20060609 1513,929,29,20029
26,295,20060609 1514,1173,11,20011
253,7,20060609 1514,881,16,20016
