From,To,Datetime,Duration(seconds),Cell Tower,ID
358,30,20060602 1901,1167,30,20030
377,92,20060602 1902,548,13,20013
234,218,20060602 1903,1049,16,20016
154,48,20060602 1904,832,13,20013
227,28,20060602 1904,1031,16,20016
359,118,20060602 1905,1030,25,20025
96,292,20060602 1907,811,19,20019
28,227,20060602 1908,786,22,20022
11,148,20060602 1909,629,25,20025
114,5,20060602 1909,1098,9,20009
307,84,20060602 1909,899,21,20021
25,71,20060602 1910,1409,29,20029
267,231,20060602 1911,1247,15,20015
0,332,20060602 1912,1002,7,20007
236,13,20060602 1912,1583,1,20001
355,14,20060602 1912,1149,15,20015
80,1,20060602 1913,1072,12,20012
189,384,20060602 1914,1158,29,20029
48,129,20060602 1915,771,28,20028
214,17,20060602 1915,1080,29,20029
174,44,20060602 1919,1287,30,20030
318,229,20060602 1919,1294,11,20011
323,202,20060602 1921,1474,29,20029
63,15,20060602 1922,1238,11,20011
368,197,20060602 1923,1584,12,20012
398,15,20060602 1923,951,16,20016
246,5,20060602 1924,964,7,20007
379,364,20060602 1926,712,1,20001
399,3,20060602 1926,1020,4,20004
254,6,20060602 1927,1504,16,20016
359,96,20060602 1927,1419,25,20025
75,102,20060602 1931,857,15,20015
244,287,20060602 1932,1205,1,20001
47,231,20060602 1936,638,13,20013
82,103,20060602 1937,982,13,20013
6,21,20060602 1938,1077,16,20016
124,2,20060602 1938,1091,1,20001
279,271,20060602 1938,506,15,20015
283,345,20060602 1938,1039,9,20009
283,37,20060602 1938,1201,9,20009
23,92,20060602 1940,1019,11,20011
158,202,20060602 1941,1294,19,20019
91,13,20060602 1942,746,30,20030
321,138,20060602 1942,673,15,20015
129,217,20060602 1946,1300,28,20028
398,15,20060602 1946,1379,16,20016
144,298,20060602 1947,887,23,20023
128,14,20060602 1948,1491,11,20011
381,199,20060602 1949,1305,29,20029
98,7,20060602 1951,794,21,20021
334,302,20060602 1951,1114,11,20011
274,172,20060602 1952,802,9,20009
338,158,20060602 1953,912,21,20021
321,138,20060602 1955,485,15,20015
110,83,20060602 1958,1043,17,20017
179,386,20060602 1959,1495,11,20011
385,179,20060602 1959,1048,19,20019
226,0,20060602 2001,1267,30,20030
151,20,20060602 2003,1493,23,20023
186,115,20060602 2003,900,19,20019
134,331,20060602 2006,1482,27,20027
84,2,20060602 2007,533,9,20009
363,380,20060602 2007,737,29,20029
91,13,20060602 2014,1200,30,20030
325,330,20060602 2014,1101,15,20015
356,11,20060602 2016,767,24,20024
15,297,20060602 2021,1576,23,20023
350,305,20060602 2023,873,24,20024
29,58,20060602 2026,1303,8,20008
24,5,20060602 2027,1361,24,20024
84,2,20060602 2028,1017,28,20028
141,0,20060602 2028,1288,15,20015
198,279,20060602 2029,400,19,20019
273,0,20060602 2031,1148,29,20029
65,32,20060602 2032,970,9,20009
124,9,20060602 2034,805,1,20001
307,51,20060602 2035,723,7,20007
15,218,20060602 2037,680,7,20007
38,1,20060602 2037,1166,1,20001
109,13,20060602 2037,1095,11,20011
190,266,20060602 2037,869,29,20029
212,103,20060602 2037,990,13,20013
271,279,20060602 2039,680,13,20013
315,32,20060602 2040,1110,29,20029
188,29,20060602 2041,1056,29,20029
381,12,20060602 2041,762,9,20009
128,75,20060602 2044,1273,11,20011
296,217,20060602 2044,882,11,20011
361,315,20060602 2044,1160,16,20016
358,30,20060602 2049,1375,30,20030
158,357,20060602 2051,1438,19,20019
164,38,20060602 2051,1123,11,20011
187,51,20060602 2051,1204,30,20030
155,17,20060602 2052,924,16,20016
257,27,20060602 2052,1290,11,20011
9,124,20060602 2053,1065,17,20017
231,47,20060602 2053,1291,27,20027
203,165,20060602 2054,1011,22,20022
219,4,20060602 2056,1121,10,20010
338,158,20060602 2056,994,21,20021
248,336,20060602 2057,1549,16,20016
189,384,20060602 2100,838,11,20011
98,78,20060602 2102,1067,21,20021
228,92,20060602 2103,812,2,20002
143,52,20060602 2104,808,29,20029
207,162,20060602 2105,643,24,20024
225,35,20060602 2105,1071,30,20030
173,120,20060602 2106,1024,15,20015
365,91,20060602 2106,1186,15,20015
375,172,20060602 2106,1016,15,20015
327,42,20060602 2107,812,13,20013
361,315,20060602 2111,645,16,20016
108,13,20060602 2112,1516,9,20009
347,205,20060602 2114,1598,22,20022
187,66,20060602 2117,1287,30,20030
242,46,20060602 2120,756,9,20009
347,113,20060602 2120,557,22,20022
331,134,20060602 2121,979,15,20015
264,229,20060602 2122,1597,29,20029
258,132,20060602 2123,1257,29,20029
386,179,20060602 2123,837,11,20011
1,200,20060602 2124,286,29,20029
150,5,20060602 2125,1225,16,20016
152,329,20060602 2132,1226,15,20015
355,0,20060602 2133,1378,15,20015
118,359,20060602 2134,261,30,20030
152,329,20060602 2136,485,15,20015
229,264,20060602 2139,1523,13,20013
345,283,20060602 2139,1259,9,20009
96,359,20060602 2142,1428,19,20019
28,23,20060602 2143,1152,22,20022
290,167,20060602 2146,854,10,20010
4,183,20060602 2147,892,15,20015
45,8,20060602 2148,937,27,20027
153,1,20060602 2149,965,1,20001
159,66,20060602 2149,1357,9,20009
169,61,20060602 2149,1093,4,20004
170,190,20060602 2150,982,25,20025
338,158,20060602 2150,934,21,20021
351,44,20060602 2150,1515,28,20028
162,273,20060602 2152,1207,30,20030
58,29,20060602 2154,964,23,20023
350,19,20060602 2155,1585,1,20001
376,292,20060602 2156,912,22,20022
165,34,20060602 2157,594,29,20029
368,197,20060602 2157,1377,11,20011
370,49,20060602 2157,1461,1,20001
190,266,20060602 2158,992,9,20009
290,167,20060602 2200,1113,10,20010
168,2,20060602 2201,1454,25,20025
16,166,20060602 2202,960,11,20011
32,65,20060602 2202,1519,13,20013
273,162,20060602 2203,612,29,20029
0,341,20060602 2204,1488,21,20021
92,231,20060602 2204,1028,30,20030
160,223,20060602 2205,1340,22,20022
227,28,20060602 2206,737,16,20016
5,246,20060602 2208,575,30,20030
265,32,20060602 2209,842,9,20009
180,93,20060602 2211,689,11,20011
264,229,20060602 2211,820,29,20029
75,30,20060602 2212,993,17,20017
128,14,20060602 2212,1519,11,20011
395,175,20060602 2212,1325,11,20011
75,177,20060602 2214,868,15,20015
178,23,20060602 2216,863,9,20009
110,90,20060602 2217,1071,17,20017
321,3,20060602 2217,889,4,20004
49,370,20060602 2219,1609,13,20013
250,41,20060602 2219,857,29,20029
380,120,20060602 2219,1282,29,20029
279,198,20060602 2220,1129,15,20015
286,137,20060602 2221,841,15,20015
140,0,20060602 2223,1016,15,20015
226,168,20060602 2223,796,15,20015
363,380,20060602 2224,1180,29,20029
4,45,20060602 2225,760,11,20011
47,24,20060602 2225,825,28,20028
118,55,20060602 2228,775,6,20006
296,227,20060602 2228,1038,11,20011
350,19,20060602 2229,1659,1,20001
20,151,20060602 2231,1302,30,20030
315,32,20060602 2235,1363,28,20028
176,148,20060602 2236,880,15,20015
385,179,20060602 2237,505,19,20019
90,3,20060602 2238,1220,15,20015
202,154,20060602 2238,1426,22,20022
292,376,20060602 2239,919,11,20011
195,8,20060602 2240,1205,15,20015
329,152,20060602 2240,516,15,20015
279,271,20060602 2242,1237,15,20015
113,5,20060602 2243,1181,15,20015
335,65,20060602 2243,1248,1,20001
9,52,20060602 2244,1286,25,20025
153,1,20060602 2246,1103,1,20001
352,32,20060602 2248,1144,16,20016
260,284,20060602 2249,736,16,20016
353,89,20060602 2249,1042,28,20028
14,15,20060602 2250,1144,10,20010
83,61,20060602 2250,1113,12,20012
176,148,20060602 2250,1331,15,20015
359,118,20060602 2251,679,25,20025
230,93,20060602 2258,949,28,20028
255,87,20060602 2258,1566,4,20004
28,23,20060602 2300,1347,22,20022
58,38,20060602 2303,455,17,20017
72,15,20060602 2303,852,17,20017
317,123,20060602 2303,987,30,20030
18,59,20060602 2304,1203,20,20020
160,6,20060602 2304,867,22,20022
296,227,20060602 2304,1483,11,20011
220,277,20060602 2305,779,6,20006
302,24,20060602 2305,425,15,20015
297,172,20060602 2307,455,22,20022
132,258,20060602 2309,1038,21,20021
316,5,20060602 2310,1164,4,20004
374,13,20060602 2310,1360,16,20016
2,200,20060602 2311,811,29,20029
48,395,20060602 2311,1303,28,20028
173,40,20060602 2311,1079,15,20015
136,254,20060602 2313,1481,29,20029
254,136,20060602 2318,1151,11,20011
353,154,20060602 2318,864,12,20012
175,395,20060602 2319,1347,30,20030
277,220,20060602 2321,963,16,20016
0,32,20060602 2322,1101,21,20021
156,101,20060602 2322,1186,20,20020
311,37,20060602 2322,714,8,20008
28,239,20060602 2323,764,22,20022
147,26,20060602 2324,659,28,20028
116,16,20060602 2327,683,11,20011
24,47,20060602 2328,1283,24,20024
21,121,20060602 2329,827,9,20009
54,2,20060602 2329,982,29,20029
82,49,20060602 2329,1064,13,20013
219,146,20060602 2331,684,21,20021
69,387,20060602 2332,1173,7,20007
365,62,20060602 2332,739,15,20015
226,0,20060602 2334,1164,30,20030
23,304,20060602 2335,1062,11,20011
26,49,20060602 2340,897,12,20012
169,61,20060602 2340,656,4,20004
213,118,20060602 2340,260,8,20008
197,4,20060602 2342,887,29,20029
30,3,20060602 2346,1007,18,20018
118,55,20060602 2347,871,6,20006
213,118,20060602 2348,707,8,20008
75,102,20060602 2350,1509,15,20015
32,315,20060602 2355,1181,11,20011
270,2,20060602 2356,905,27,20027
58,38,20060602 2359,1056,17,20017
246,16,20060602 2359,1004,7,20007
178,133,20060603 0009,887,9,20009
135,0,20060603 0012,1182,13,20013
346,120,20060603 0012,945,15,20015
266,30,20060603 0014,1049,11,20011
185,229,20060603 0015,888,29,20029
108,13,20060603 0020,1148,9,20009
31,396,20060603 0027,1347,9,20009
288,56,20060603 0031,383,30,20030
34,325,20060603 0040,1022,21,20021
341,0,20060603 0041,913,21,20021
372,66,20060603 0041,1084,13,20013
190,170,20060603 0051,1618,9,20009
232,172,20060603 0052,1106,30,20030
15,63,20060603 0054,1203,23,20023
258,132,20060603 0054,885,29,20029
209,13,20060603 0112,1230,12,20012
111,42,20060603 0119,1112,29,20029
183,17,20060603 0125,1164,1,20001
175,395,20060603 0126,1338,30,20030
18,249,20060603 0134,1438,20,20020
225,35,20060603 0136,796,30,20030
161,54,20060603 0137,1213,10,20010
13,282,20060603 0142,1201,13,20013
190,170,20060603 0144,955,9,20009
4,83,20060603 0147,1212,15,20015
247,386,20060603 0147,1008,2,20002
199,280,20060603 0150,1290,22,20022
343,1,20060603 0154,1297,30,20030
157,61,20060603 0159,758,1,20001
342,1,20060603 0159,924,13,20013
165,1,20060603 0202,936,29,20029
387,267,20060603 0204,896,19,20019
80,1,20060603 0205,752,12,20012
372,89,20060603 0209,665,13,20013
82,49,20060603 0214,1333,13,20013
38,351,20060603 0229,912,1,20001
50,93,20060603 0233,705,15,20015
24,47,20060603 0235,728,24,20024
47,24,20060603 0236,1246,13,20013
57,61,20060603 0246,1358,15,20015
299,260,20060603 0255,1533,16,20016
265,32,20060603 0256,1126,29,20029
88,79,20060603 0304,429,29,20029
134,1,20060603 0304,1339,27,20027
287,213,20060603 0304,1611,11,20011
375,172,20060603 0318,680,15,20015
128,14,20060603 0332,1220,11,20011
386,247,20060603 0335,1354,11,20011
248,336,20060603 0346,1086,16,20016
263,9,20060603 0347,993,30,20030
115,23,20060603 0357,1351,17,20017
379,364,20060603 0358,1216,1,20001
45,8,20060603 0403,1204,12,20012
358,30,20060603 0404,1416,30,20030
368,196,20060603 0407,621,12,20012
384,305,20060603 0411,1017,29,20029
354,52,20060603 0413,1186,30,20030
80,15,20060603 0414,1119,11,20011
170,190,20060603 0414,1463,23,20023
337,41,20060603 0418,1058,28,20028
373,61,20060603 0422,944,15,20015
118,55,20060603 0436,956,30,20030
273,162,20060603 0441,1071,29,20029
76,71,20060603 0442,689,29,20029
55,164,20060603 0444,1169,27,20027
301,275,20060603 0456,1032,15,20015
118,55,20060603 0458,803,30,20030
176,148,20060603 0458,947,15,20015
262,137,20060603 0503,1183,22,20022
82,103,20060603 0504,885,13,20013
174,369,20060603 0510,1405,30,20030
283,345,20060603 0511,893,9,20009
153,66,20060603 0516,1272,1,20001
319,225,20060603 0518,470,11,20011
13,374,20060603 0527,871,11,20011
29,58,20060603 0530,1203,8,20008
379,364,20060603 0555,1247,1,20001
126,213,20060603 0558,1267,4,20004
249,18,20060603 0559,785,28,20028
85,0,20060603 0614,1260,7,20007
229,24,20060603 0614,752,13,20013
395,175,20060603 0618,921,11,20011
107,1,20060603 0628,1130,19,20019
369,320,20060603 0628,1196,22,20022
245,1,20060603 0629,806,22,20022
170,270,20060603 0635,1176,23,20023
103,87,20060603 0637,1339,4,20004
395,175,20060603 0638,1524,11,20011
153,66,20060603 0707,920,1,20001
196,1,20060603 0709,1117,11,20011
157,374,20060603 0713,1282,1,20001
137,286,20060603 0714,955,15,20015
284,2,20060603 0719,1023,19,20019
289,45,20060603 0726,1516,4,20004
228,92,20060603 0729,808,13,20013
381,199,20060603 0730,1126,9,20009
175,0,20060603 0733,835,30,20030
80,15,20060603 0737,932,12,20012
38,351,20060603 0739,1393,1,20001
364,379,20060603 0742,636,1,20001
298,144,20060603 0757,1215,21,20021
100,68,20060603 0803,555,30,20030
270,170,20060603 0803,1731,27,20027
324,120,20060603 0803,918,22,20022
111,42,20060603 0805,1554,29,20029
199,35,20060603 0807,1148,22,20022
66,159,20060603 0808,1201,29,20029
117,12,20060603 0808,1247,28,20028
158,357,20060603 0808,1018,22,20022
173,40,20060603 0808,1378,15,20015
101,30,20060603 0810,1541,19,20019
136,254,20060603 0812,1181,10,20010
75,30,20060603 0814,1072,15,20015
248,336,20060603 0815,1711,16,20016
335,14,20060603 0819,1303,1,20001
68,323,20060603 0822,1298,16,20016
111,42,20060603 0822,1211,29,20029
8,195,20060603 0823,1507,12,20012
157,5,20060603 0823,1249,1,20001
269,240,20060603 0824,1226,6,20006
346,1,20060603 0824,919,15,20015
303,131,20060603 0825,1230,7,20007
238,7,20060603 0826,1498,29,20029
255,87,20060603 0826,946,28,20028
333,41,20060603 0829,533,4,20004
103,247,20060603 0830,1584,4,20004
317,30,20060603 0830,1196,11,20011
228,92,20060603 0831,1377,2,20002
364,260,20060603 0831,845,1,20001
135,0,20060603 0833,588,13,20013
244,287,20060603 0833,1386,1,20001
206,237,20060603 0835,1193,21,20021
249,18,20060603 0838,618,28,20028
259,119,20060603 0839,975,12,20012
319,225,20060603 0840,2164,11,20011
353,89,20060603 0840,1233,12,20012
289,45,20060603 0842,795,4,20004
43,14,20060603 0843,1700,24,20024
259,119,20060603 0844,1309,12,20012
237,206,20060603 0849,717,4,20004
301,0,20060603 0849,1173,15,20015
359,96,20060603 0849,1450,25,20025
203,165,20060603 0853,843,22,20022
373,61,20060603 0855,1773,29,20029
290,167,20060603 0857,1141,10,20010
308,198,20060603 0857,1097,16,20016
161,235,20060603 0859,1078,10,20010
261,0,20060603 0904,1102,9,20009
103,137,20060603 0905,1080,4,20004
135,12,20060603 0908,758,29,20029
153,1,20060603 0908,1044,10,20010
272,251,20060603 0912,794,11,20011
49,370,20060603 0913,1212,13,20013
186,115,20060603 0913,1150,19,20019
235,161,20060603 0914,1247,25,20025
75,128,20060603 0915,1247,15,20015
50,68,20060603 0917,837,15,20015
191,178,20060603 0917,1152,22,20022
359,118,20060603 0918,1311,25,20025
63,15,20060603 0919,1143,11,20011
184,5,20060603 0919,1520,2,20002
396,31,20060603 0919,641,18,20018
248,336,20060603 0922,1117,16,20016
21,141,20060603 0923,1363,9,20009
68,50,20060603 0923,954,16,20016
81,23,20060603 0923,606,7,20007
129,21,20060603 0923,1537,28,20028
210,1,20060603 0926,886,27,20027
308,198,20060603 0926,1032,29,20029
277,220,20060603 0927,485,16,20016
150,5,20060603 0928,1534,16,20016
173,40,20060603 0928,840,28,20028
276,40,20060603 0928,691,29,20029
146,322,20060603 0932,1632,1,20001
182,13,20060603 0934,1234,29,20029
291,194,20060603 0935,1239,28,20028
58,38,20060603 0938,1659,17,20017
294,87,20060603 0938,699,22,20022
315,32,20060603 0938,916,28,20028
14,39,20060603 0939,765,10,20010
146,9,20060603 0939,1233,1,20001
47,24,20060603 0940,1240,28,20028
229,185,20060603 0941,1399,15,20015
319,225,20060603 0942,1467,11,20011
315,361,20060603 0943,974,28,20028
9,251,20060603 0944,1429,25,20025
290,167,20060603 0944,917,10,20010
116,16,20060603 0945,636,11,20011
131,23,20060603 0946,1308,22,20022
0,15,20060603 0947,1089,21,20021
346,120,20060603 0947,1159,15,20015
319,222,20060603 0951,1553,11,20011
390,226,20060603 0951,1538,22,20022
349,7,20060603 0953,868,1,20001
135,0,20060603 0955,920,13,20013
176,148,20060603 0957,1050,15,20015
7,159,20060603 0959,1105,16,20016
141,21,20060603 0959,1721,11,20011
1,94,20060603 1000,776,11,20011
114,87,20060603 1001,499,9,20009
148,176,20060603 1002,1181,11,20011
316,52,20060603 1003,1595,4,20004
73,122,20060603 1004,708,21,20021
369,320,20060603 1007,1652,25,20025
66,14,20060603 1008,642,29,20029
283,37,20060603 1008,1644,11,20011
131,303,20060603 1010,972,22,20022
139,318,20060603 1010,909,24,20024
184,49,20060603 1011,1154,13,20013
20,120,20060603 1012,1453,30,20030
197,4,20060603 1013,710,29,20029
308,175,20060603 1014,1014,29,20029
312,38,20060603 1015,1290,29,20029
161,6,20060603 1016,1056,30,20030
305,350,20060603 1016,954,19,20019
196,368,20060603 1017,1001,11,20011
349,7,20060603 1017,2006,1,20001
380,363,20060603 1017,705,29,20029
55,164,20060603 1019,1089,27,20027
362,94,20060603 1019,1058,9,20009
363,42,20060603 1020,555,29,20029
125,94,20060603 1021,769,12,20012
145,1,20060603 1021,1112,12,20012
219,146,20060603 1021,730,21,20021
263,185,20060603 1024,1942,30,20030
10,79,20060603 1025,975,30,20030
186,220,20060603 1027,1867,19,20019
224,71,20060603 1027,1369,25,20025
72,172,20060603 1029,950,27,20027
282,199,20060603 1029,1116,14,20014
308,198,20060603 1030,1547,29,20029
74,44,20060603 1031,1195,16,20016
56,163,20060603 1032,1106,22,20022
394,199,20060603 1032,1214,11,20011
137,5,20060603 1033,1018,15,20015
232,172,20060603 1034,1077,30,20030
342,158,20060603 1034,1052,13,20013
113,5,20060603 1036,824,15,20015
237,1,20060603 1036,1237,4,20004
75,102,20060603 1037,1519,15,20015
119,38,20060603 1037,1182,14,20014
145,0,20060603 1038,1713,12,20012
299,52,20060603 1038,1365,16,20016
78,52,20060603 1039,793,16,20016
85,156,20060603 1039,1270,7,20007
276,1,20060603 1041,1298,29,20029
344,61,20060603 1041,1106,23,20023
7,159,20060603 1042,1076,16,20016
108,13,20060603 1045,1317,28,20028
149,138,20060603 1045,714,15,20015
310,54,20060603 1045,908,15,20015
331,134,20060603 1049,1087,15,20015
333,375,20060603 1050,1306,4,20004
45,4,20060603 1051,713,12,20012
191,120,20060603 1052,845,22,20022
371,1,20060603 1053,1104,22,20022
212,123,20060603 1054,894,13,20013
326,90,20060603 1054,1548,7,20007
41,250,20060603 1055,1255,28,20028
52,354,20060603 1055,736,3,20003
151,1,20060603 1055,1072,6,20006
357,341,20060603 1056,929,17,20017
15,101,20060603 1057,1037,23,20023
54,264,20060603 1058,1506,29,20029
305,293,20060603 1102,659,6,20006
73,37,20060603 1103,1094,21,20021
226,390,20060603 1104,1392,15,20015
342,158,20060603 1104,1745,13,20013
142,81,20060603 1105,1270,29,20029
371,60,20060603 1106,736,19,20019
334,1,20060603 1107,1147,11,20011
158,175,20060603 1108,889,22,20022
330,325,20060603 1109,1195,27,20027
255,10,20060603 1111,738,4,20004
260,284,20060603 1111,840,28,20028
85,0,20060603 1113,968,30,20030
170,234,20060603 1114,1209,25,20025
144,54,20060603 1116,1336,16,20016
192,320,20060603 1117,1036,10,20010
323,68,20060603 1118,1632,10,20010
385,179,20060603 1118,1406,19,20019
173,40,20060603 1119,1144,15,20015
146,243,20060603 1120,1623,1,20001
338,158,20060603 1120,1290,21,20021
6,21,20060603 1121,1294,16,20016
377,92,20060603 1121,350,13,20013
280,199,20060603 1123,725,29,20029
20,92,20060603 1129,776,30,20030
43,4,20060603 1129,979,15,20015
382,350,20060603 1129,294,29,20029
27,392,20060603 1130,779,8,20008
399,3,20060603 1130,1220,4,20004
55,13,20060603 1132,823,27,20027
117,377,20060603 1132,1231,28,20028
366,5,20060603 1132,1322,7,20007
116,1,20060603 1133,1429,11,20011
231,267,20060603 1133,851,13,20013
302,109,20060603 1133,1107,15,20015
78,331,20060603 1135,1314,4,20004
20,151,20060603 1136,872,30,20030
85,86,20060603 1136,1282,7,20007
324,18,20060603 1138,726,22,20022
31,396,20060603 1141,1740,30,20030
129,48,20060603 1141,1051,28,20028
152,329,20060603 1145,523,15,20015
176,148,20060603 1145,1359,15,20015
264,229,20060603 1146,1093,29,20029
106,79,20060603 1147,579,1,20001
48,395,20060603 1148,1218,28,20028
151,192,20060603 1148,769,23,20023
188,70,20060603 1152,1409,29,20029
246,16,20060603 1152,1040,7,20007
383,5,20060603 1152,655,10,20010
224,34,20060603 1153,1292,25,20025
13,108,20060603 1157,1099,11,20011
144,298,20060603 1157,1350,16,20016
350,305,20060603 1157,1286,24,20024
36,53,20060603 1200,532,28,20028
178,191,20060603 1203,693,9,20009
224,34,20060603 1203,1281,25,20025
233,53,20060603 1203,1023,11,20011
379,317,20060603 1203,948,1,20001
114,5,20060603 1206,1047,9,20009
126,42,20060603 1206,829,8,20008
349,23,20060603 1206,1285,1,20001
223,160,20060603 1207,1358,15,20015
221,202,20060603 1209,480,27,20027
335,14,20060603 1210,1317,10,20010
106,79,20060603 1212,1295,1,20001
203,165,20060603 1213,1161,20,20020
398,204,20060603 1213,1184,16,20016
298,144,20060603 1214,698,21,20021
341,357,20060603 1215,503,20,20020
161,6,20060603 1217,914,30,20030
288,56,20060603 1219,729,30,20030
168,226,20060603 1221,1309,22,20022
162,273,20060603 1222,841,30,20030
334,1,20060603 1222,1299,11,20011
319,225,20060603 1223,1673,11,20011
369,174,20060603 1223,1280,22,20022
122,23,20060603 1226,1439,24,20024
312,275,20060603 1226,890,29,20029
381,199,20060603 1226,1273,9,20009
133,21,20060603 1228,1129,22,20022
20,223,20060603 1229,1172,30,20030
326,90,20060603 1229,1125,7,20007
355,0,20060603 1230,1195,28,20028
128,14,20060603 1231,866,11,20011
9,277,20060603 1234,1195,17,20017
284,260,20060603 1234,927,19,20019
104,83,20060603 1235,535,7,20007
59,113,20060603 1237,1772,15,20015
127,43,20060603 1237,1891,3,20003
88,79,20060603 1239,1134,29,20029
89,1,20060603 1239,908,11,20011
344,61,20060603 1239,1393,23,20023
379,317,20060603 1239,1086,1,20001
352,3,20060603 1240,1526,29,20029
51,275,20060603 1241,725,16,20016
70,5,20060603 1241,1084,22,20022
195,245,20060603 1243,683,15,20015
197,1,20060603 1246,611,29,20029
86,85,20060603 1247,986,4,20004
227,28,20060603 1247,665,16,20016
70,244,20060603 1250,852,22,20022
102,15,20060603 1250,1284,13,20013
244,287,20060603 1251,724,1,20001
117,110,20060603 1252,1240,28,20028
249,18,20060603 1252,903,28,20028
62,365,20060603 1253,1118,4,20004
103,137,20060603 1254,997,4,20004
118,196,20060603 1258,1167,6,20006
288,2,20060603 1259,1416,30,20030
14,1,20060603 1300,1683,10,20010
135,0,20060603 1300,1457,13,20013
334,302,20060603 1301,787,11,20011
358,392,20060603 1301,928,30,20030
122,73,20060603 1302,1338,24,20024
242,1,20060603 1302,593,11,20011
263,9,20060603 1302,1078,30,20030
62,93,20060603 1305,1046,4,20004
207,162,20060603 1305,1273,24,20024
131,303,20060603 1307,767,22,20022
63,1,20060603 1308,1374,11,20011
62,20,20060603 1309,1087,24,20024
82,103,20060603 1309,1093,13,20013
341,112,20060603 1310,707,21,20021
24,47,20060603 1314,950,30,20030
286,92,20060603 1314,1136,11,20011
40,173,20060603 1315,2171,1,20001
186,58,20060603 1315,1481,19,20019
313,97,20060603 1315,1036,13,20013
355,14,20060603 1316,937,28,20028
178,23,20060603 1318,980,11,20011
123,212,20060603 1320,829,25,20025
146,13,20060603 1320,955,1,20001
59,113,20060603 1321,1434,15,20015
171,95,20060603 1323,1458,13,20013
82,49,20060603 1326,1076,13,20013
299,52,20060603 1327,696,16,20016
203,42,20060603 1330,1528,20,20020
364,379,20060603 1331,1124,1,20001
48,154,20060603 1333,698,28,20028
340,14,20060603 1333,866,11,20011
193,3,20060603 1335,1281,22,20022
244,1,20060603 1335,409,1,20001
358,392,20060603 1337,1492,30,20030
39,14,20060603 1339,813,9,20009
149,144,20060603 1339,791,15,20015
295,3,20060603 1339,1229,6,20006
383,92,20060603 1341,1548,7,20007
50,93,20060603 1343,859,15,20015
229,24,20060603 1344,1023,15,20015
376,292,20060603 1344,1286,22,20022
229,318,20060603 1345,1244,13,20013
113,347,20060603 1347,1056,15,20015
51,187,20060603 1348,1356,16,20016
184,5,20060603 1349,1051,2,20002
214,17,20060603 1349,640,29,20029
235,158,20060603 1350,1429,23,20023
275,312,20060603 1352,879,30,20030
75,30,20060603 1353,909,15,20015
83,110,20060603 1353,753,30,20030
277,220,20060603 1353,828,16,20016
136,60,20060603 1354,1851,29,20029
283,345,20060603 1354,977,9,20009
267,5,20060603 1355,1056,30,20030
292,376,20060603 1355,1407,11,20011
26,5,20060603 1357,936,12,20012
156,85,20060603 1357,663,21,20021
275,51,20060603 1357,379,30,20030
133,21,20060603 1400,1190,22,20022
228,92,20060603 1403,1458,2,20002
44,32,20060603 1406,931,21,20021
182,38,20060603 1407,877,13,20013
226,168,20060603 1409,994,15,20015
125,27,20060603 1410,1280,12,20012
204,398,20060603 1410,1359,8,20008
214,140,20060603 1412,1130,29,20029
362,1,20060603 1415,505,9,20009
370,49,20060603 1416,831,1,20001
378,275,20060603 1416,782,30,20030
254,6,20060603 1417,1364,11,20011
34,224,20060603 1418,1481,15,20015
43,4,20060603 1418,1322,24,20024
262,137,20060603 1418,1139,22,20022
302,109,20060603 1420,1086,15,20015
90,110,20060603 1423,1211,30,20030
265,32,20060603 1423,926,29,20029
365,62,20060603 1423,874,15,20015
259,119,20060603 1424,627,12,20012
343,52,20060603 1424,1295,30,20030
134,256,20060603 1425,867,23,20023
149,144,20060603 1425,471,15,20015
342,158,20060603 1425,729,29,20029
74,9,20060603 1426,929,16,20016
6,254,20060603 1427,972,29,20029
9,277,20060603 1429,1252,17,20017
171,51,20060603 1430,970,13,20013
184,5,20060603 1430,1183,2,20002
207,162,20060603 1431,1350,24,20024
118,359,20060603 1432,1393,30,20030
235,161,20060603 1433,711,23,20023
74,9,20060603 1434,939,16,20016
230,8,20060603 1434,1494,28,20028
187,51,20060603 1435,1475,30,20030
222,24,20060603 1436,780,30,20030
139,3,20060603 1440,1493,1,20001
222,24,20060603 1440,905,10,20010
321,3,20060603 1440,771,4,20004
0,32,20060603 1441,1097,21,20021
88,79,20060603 1442,587,29,20029
82,103,20060603 1443,1118,13,20013
375,333,20060603 1444,820,15,20015
16,166,20060603 1445,497,11,20011
29,188,20060603 1446,1255,8,20008
194,5,20060603 1447,1091,14,20014
194,5,20060603 1448,976,14,20014
15,14,20060603 1450,997,7,20007
21,260,20060603 1450,1379,29,20029
51,307,20060603 1450,1182,11,20011
136,344,20060603 1451,868,29,20029
380,120,20060603 1451,683,29,20029
113,364,20060603 1452,1363,15,20015
181,19,20060603 1452,921,15,20015
250,41,20060603 1452,804,16,20016
17,382,20060603 1453,1007,15,20015
141,0,20060603 1455,750,15,20015
286,92,20060603 1457,1536,15,20015
162,207,20060603 1458,1236,30,20030
291,194,20060603 1458,714,28,20028
203,165,20060603 1459,1268,22,20022
330,325,20060603 1459,1287,27,20027
339,26,20060603 1459,1121,11,20011
383,5,20060603 1459,1207,10,20010
195,245,20060603 1501,1623,15,20015
326,5,20060603 1501,829,7,20007
26,295,20060603 1503,235,12,20012
53,88,20060603 1504,923,16,20016
